activity_id,lead_id,booking_id,activity_date,representative_name,representative_role,activity_type,activity_result,notes,duration_minutes
act_f314f4fda1b5,lead_bed16a1c46e4,,2026-05-25T06:50:46,Alex Morgan,Setter,WhatsApp,No Answer,Voluptates quasi perspiciatis non vitae non dolorem distinctio sint.,2
act_74614021ee9d,lead_bed16a1c46e4,,2026-05-26T02:50:46,Alex Morgan,Setter,Email,Interested,A eligendi dolorem nemo id ex earum accusamus veniam inventore tenetur architecto quaerat.,2
act_236ad9b61890,lead_bed16a1c46e4,,2026-06-11T06:50:46,Alex Morgan,Setter,WhatsApp,Connected,Impedit hic quasi eaque quibusdam delectus explicabo laborum doloremque architecto non voluptatibus in.,3
act_b17359ec1d25,lead_bed16a1c46e4,,2026-06-01T03:50:46,Alex Morgan,Setter,SMS,Connected,Velit nesciunt eos exercitationem necessitatibus neque tempora porro delectus perferendis facilis nisi aliquam at.,2
act_58efb10fdc3a,lead_540a52118b77,,2026-07-16T06:59:34,Alex Morgan,Setter,Email,Connected,Doloremque quo labore culpa ipsa aspernatur nihil facilis iste error eveniet nemo accusamus.,10
act_307c416b5d33,lead_540a52118b77,,2026-06-29T10:59:34,Alex Morgan,Setter,Email,Follow Up Required,Quod minima a dolor dolorem et harum.,7
act_ede780780084,lead_540a52118b77,,2026-06-29T03:59:34,Alex Morgan,Setter,WhatsApp,Connected,Quo consequuntur ratione porro odio earum voluptas consectetur tempore officiis eum voluptate.,2
act_63dc6b499d53,lead_540a52118b77,,2026-07-15T08:59:34,Alex Morgan,Setter,WhatsApp,No Answer,Sint perferendis maxime hic qui nulla incidunt voluptas.,3
act_93337fec079d,lead_8f9055cd0d6a,,2026-06-05T10:38:32,Taylor Brooks,Setter,Email,Interested,Repudiandae quisquam inventore ea aperiam illo.,10
act_75decae4e84c,lead_8f9055cd0d6a,,2026-05-26T15:38:32,Taylor Brooks,Setter,WhatsApp,Interested,Voluptate doloribus commodi facilis maxime odio.,1
act_8642ec871d6b,lead_8f9055cd0d6a,,2026-06-08T08:38:32,Taylor Brooks,Setter,SMS,Interested,Enim est architecto molestiae praesentium esse ipsam.,12
act_5b121ac43aca,lead_b746f373441f,,2026-07-18T14:14:01,Taylor Brooks,Setter,Call,Connected,Vel expedita ipsum voluptatem nostrum quidem similique magnam libero.,6
act_02b2cae9de9d,lead_b746f373441f,,2026-07-06T03:14:01,Taylor Brooks,Setter,Email,No Answer,Unde sequi laudantium laboriosam nisi ratione libero amet ab eaque nihil vitae.,12
act_1114038cdaf5,lead_b746f373441f,book_22b79b318f48,2026-06-29T03:14:01,Morgan Reed,Closer,Call,Follow Up Required,Fugiat vel molestias excepturi amet debitis possimus harum doloremque ipsa sit possimus.,3
act_f5ae9e845c3e,lead_b746f373441f,book_22b79b318f48,2026-07-08T00:14:01,Morgan Reed,Closer,Follow Up,No Answer,Eos magni qui tenetur distinctio necessitatibus suscipit esse.,28
act_b0ef616b5e6d,lead_dce7e553ad6f,,2026-06-30T11:47:23,Jordan Lee,Setter,Email,Connected,Corporis explicabo hic earum explicabo optio quam quae provident possimus.,2
act_88d3d2b78fd3,lead_dce7e553ad6f,,2026-07-01T18:47:23,Jordan Lee,Setter,WhatsApp,Interested,Minus maiores dolores fugiat labore ut velit perspiciatis illum.,9
act_2e3a3a447be1,lead_efa5ea727279,,2026-04-01T05:38:16,Alex Morgan,Setter,WhatsApp,No Answer,Libero harum nesciunt eveniet corrupti consectetur itaque tempore dolore enim ab earum.,11
act_1670ae1de846,lead_efa5ea727279,,2026-03-14T06:38:16,Alex Morgan,Setter,SMS,Connected,Eius consequuntur ipsum occaecati error officiis labore necessitatibus vero sunt.,3
act_3152f375caf2,lead_efa5ea727279,,2026-03-16T03:38:16,Alex Morgan,Setter,Call,Follow Up Required,Illum vitae at molestias distinctio recusandae perspiciatis quidem laudantium laboriosam.,12
act_04e454ae9d04,lead_efa5ea727279,,2026-03-14T12:38:16,Alex Morgan,Setter,SMS,Connected,Ex sapiente quaerat nam a atque eius architecto totam aut.,4
act_2e832bb86313,lead_fe557c55a8ea,,2026-03-01T05:13:50,Taylor Brooks,Setter,WhatsApp,Follow Up Required,Modi quis ducimus ullam neque autem neque placeat soluta.,12
act_e074b956b3c5,lead_e749429f186d,,2026-06-04T02:57:40,Alex Morgan,Setter,Email,Interested,Animi corporis nulla beatae praesentium in excepturi tenetur rem.,3
act_03901748793a,lead_e749429f186d,,2026-06-04T20:57:40,Alex Morgan,Setter,SMS,Follow Up Required,Esse blanditiis ipsum illo adipisci adipisci repudiandae aliquam tempore minus corrupti.,1
act_e6ab2bf9f97d,lead_e749429f186d,,2026-06-06T03:57:40,Alex Morgan,Setter,WhatsApp,Connected,Excepturi ipsum in minima perferendis exercitationem quia.,1
act_8157e63b0821,lead_e749429f186d,,2026-06-06T02:57:40,Alex Morgan,Setter,Call,Interested,Labore blanditiis qui nobis culpa dolorem consequuntur ea occaecati aperiam.,7
act_f0188491ac58,lead_e8a4a2eeaa0c,,2026-03-04T21:58:40,Jordan Lee,Setter,Call,Follow Up Required,Cumque quam blanditiis harum officia porro eligendi dolore fuga.,7
act_946e6ee89f29,lead_e8a4a2eeaa0c,,2026-02-27T17:58:40,Jordan Lee,Setter,WhatsApp,Follow Up Required,Quisquam tempora dolorem optio sunt mollitia quas dolor adipisci eum quis.,10
act_55b44beeafc6,lead_55791d334ef4,,2026-01-26T00:47:56,Taylor Brooks,Setter,Call,Connected,Ut eaque fugiat vel distinctio veniam culpa error modi.,12
act_7f5ef65d95bf,lead_55791d334ef4,,2026-01-27T03:47:56,Taylor Brooks,Setter,WhatsApp,Interested,Modi sit accusantium suscipit natus itaque similique.,10
act_3c07f4a560c9,lead_55791d334ef4,,2026-01-14T14:47:56,Taylor Brooks,Setter,Call,No Answer,Accusantium porro suscipit et ducimus deleniti tempora cum porro.,12
act_abd9dc5cf20e,lead_55791d334ef4,,2026-01-17T23:47:56,Taylor Brooks,Setter,WhatsApp,No Answer,Suscipit nisi qui id aliquam debitis enim voluptatum explicabo voluptas porro blanditiis doloribus.,5
act_a76eb77423fc,lead_03603fe37c4d,,2026-02-06T00:14:10,Jordan Lee,Setter,Email,Interested,Nesciunt voluptate quisquam molestiae molestiae magni.,9
act_54b6c753fefb,lead_03603fe37c4d,,2026-02-11T19:14:10,Jordan Lee,Setter,Email,Interested,Culpa deleniti non sunt corporis ab magni adipisci.,7
act_fe5a3abac11a,lead_03603fe37c4d,,2026-02-02T06:14:10,Jordan Lee,Setter,Email,Follow Up Required,Corporis vel tempora dolore minus qui debitis atque necessitatibus corrupti assumenda repellat.,12
act_798d598915bf,lead_e02e6f6b9e55,,2026-02-04T20:59:07,Taylor Brooks,Setter,SMS,Follow Up Required,Saepe fugit dolor repudiandae debitis aliquid.,6
act_5a16c23553a0,lead_e02e6f6b9e55,book_cc26235e824b,2026-02-13T05:59:07,Riley Carter,Closer,Consultation,Follow Up Required,Beatae fuga rem nostrum maxime minus iste a alias.,52
act_48a98bec1791,lead_e02e6f6b9e55,book_cc26235e824b,2026-02-18T22:59:07,Riley Carter,Closer,Call,Follow Up Required,Molestias sequi numquam animi fugiat numquam reiciendis dicta natus inventore vitae.,4
act_e81a8f246e68,lead_f8682304a864,,2026-03-13T15:49:14,Alex Morgan,Setter,SMS,Follow Up Required,Voluptatum accusamus quibusdam ea pariatur hic.,7
act_8920a0be7131,lead_f8682304a864,,2026-03-02T18:49:14,Alex Morgan,Setter,WhatsApp,Interested,Voluptas recusandae est in cumque at.,12
act_766fd084e18f,lead_f8682304a864,book_21e80fc01dae,2026-03-13T16:49:14,Casey Bennett,Closer,Follow Up,Follow Up Required,Eaque accusamus numquam qui eos accusamus quisquam asperiores voluptates facilis.,53
act_5a66bd5c8f04,lead_f8682304a864,book_21e80fc01dae,2026-03-04T14:49:14,Casey Bennett,Closer,Call,Follow Up Required,Numquam sed perspiciatis quod minus vero.,11
act_8887d7fe23a6,lead_182ecef74eea,,2026-02-05T20:08:00,Alex Morgan,Setter,Call,Connected,At sint deleniti non maiores fuga similique nesciunt quae asperiores.,12
act_00dbf9ca2bf8,lead_182ecef74eea,,2026-01-21T03:08:00,Alex Morgan,Setter,Call,No Answer,Debitis voluptatem accusamus laborum voluptatibus voluptatem nihil voluptate provident veniam quod a.,11
act_089b509e393a,lead_182ecef74eea,,2026-01-22T19:08:00,Alex Morgan,Setter,Call,Interested,Esse cum nostrum minima corporis architecto ullam veritatis.,7
act_7ee813f92b4c,lead_182ecef74eea,book_f0bc16699684,2026-01-24T02:08:00,Morgan Reed,Closer,Call,Qualified,Error delectus ipsam dicta sequi ipsa temporibus sapiente facilis fugiat amet dolor optio.,6
act_6fe1c1d03deb,lead_182ecef74eea,book_f0bc16699684,2026-01-20T17:08:00,Morgan Reed,Closer,Consultation,Qualified,Itaque autem quis mollitia illum voluptates odio.,30
act_eb41bf3e9584,lead_cc5edeaef12f,,2026-04-06T17:29:52,Alex Morgan,Setter,Email,Connected,Nemo eligendi commodi omnis veniam fuga laboriosam.,6
act_c28d8d6aa690,lead_cc5edeaef12f,,2026-04-13T01:29:52,Alex Morgan,Setter,WhatsApp,Follow Up Required,At saepe laboriosam enim laboriosam dolore hic exercitationem iure commodi nihil nulla.,3
act_eac5cfa19a19,lead_cc5edeaef12f,,2026-04-19T11:29:52,Alex Morgan,Setter,SMS,Follow Up Required,Quod ea neque eligendi odit perferendis suscipit harum quam.,6
act_a458303010fe,lead_718fc0b7da61,,2026-01-30T03:38:29,Taylor Brooks,Setter,Email,Interested,Officiis ratione rerum assumenda dolorem hic quas dolorum vel ad quaerat.,11
act_ea6bcf210f24,lead_718fc0b7da61,,2026-02-03T01:38:29,Taylor Brooks,Setter,SMS,No Answer,Nesciunt perspiciatis repellendus eius accusantium omnis delectus deleniti consequuntur.,4
act_07f25955f60f,lead_718fc0b7da61,,2026-01-21T13:38:29,Taylor Brooks,Setter,Call,No Answer,Voluptates molestiae quibusdam repudiandae molestiae vitae expedita porro non.,4
act_be8af0456a3f,lead_718fc0b7da61,,2026-01-18T19:38:29,Taylor Brooks,Setter,WhatsApp,Follow Up Required,Laudantium labore velit deleniti exercitationem excepturi ipsum.,10
act_d0e35ae996db,lead_72b9f2c8c9f5,,2026-04-07T02:58:49,Taylor Brooks,Setter,Email,Follow Up Required,Doloribus reprehenderit neque praesentium quibusdam cumque nesciunt expedita quod corrupti.,1
act_67645e47170d,lead_126afda5bccc,,2026-06-01T16:41:56,Alex Morgan,Setter,Email,No Answer,Ullam velit corrupti quibusdam dolorem nemo mollitia ad dolores.,2
act_2451ba64295c,lead_5525bfc4e376,,2026-03-26T03:47:40,Jordan Lee,Setter,Call,Follow Up Required,Neque ut harum rem non tenetur sequi voluptatem deleniti.,3
act_502be03dec4d,lead_5525bfc4e376,,2026-03-15T20:47:40,Jordan Lee,Setter,SMS,No Answer,Molestias eum rem veritatis enim cumque rem doloremque dolores animi ratione.,4
act_b8a2b8ad3868,lead_5525bfc4e376,,2026-03-19T23:47:40,Jordan Lee,Setter,Email,Connected,Sequi dolor doloribus mollitia reiciendis nisi nam sapiente eveniet perferendis pariatur.,2
act_1057e67544e6,lead_b26cefaa302b,,2026-01-30T15:58:27,Jordan Lee,Setter,Email,Follow Up Required,Facere occaecati dignissimos perferendis deserunt odit corporis vero dolor nobis.,12
act_3bf3400d9268,lead_b26cefaa302b,book_6beaeaa862ac,2026-01-19T23:58:27,Riley Carter,Closer,Consultation,No Answer,Nihil molestias eum provident asperiores porro hic ea aliquam.,27
act_3b24a9e9a58f,lead_b26cefaa302b,book_6beaeaa862ac,2026-01-30T21:58:27,Riley Carter,Closer,Consultation,Follow Up Required,Praesentium fuga dolorum sequi saepe earum autem.,43
act_30ad94f3f09f,lead_89b8088eb26f,,2026-05-04T04:01:38,Taylor Brooks,Setter,Call,Interested,Tenetur non quas inventore nostrum non recusandae libero.,1
act_acdc5207d306,lead_89b8088eb26f,,2026-05-03T11:01:38,Taylor Brooks,Setter,Call,No Answer,Et vero consequuntur repellendus sed autem illum dicta laboriosam.,11
act_3ec7451894b5,lead_d900d3889199,,2026-01-14T19:20:51,Jordan Lee,Setter,Email,Connected,Eius tempora fuga maiores labore sit id.,1
act_d435ef1ecd83,lead_d900d3889199,,2026-01-24T21:20:51,Jordan Lee,Setter,SMS,Follow Up Required,Odio quis quisquam repudiandae inventore maxime ipsa enim repellendus.,4
act_e95c2914194f,lead_d900d3889199,,2026-01-28T22:20:51,Jordan Lee,Setter,SMS,No Answer,Laudantium qui nihil inventore repudiandae aliquid reprehenderit distinctio recusandae pariatur.,7
act_6bc7437b73e6,lead_805cf1ba0a03,,2026-03-06T18:54:24,Alex Morgan,Setter,WhatsApp,Interested,Veritatis quibusdam ipsum iusto aut animi praesentium vitae vel.,8
act_a4c44825b668,lead_805cf1ba0a03,,2026-03-15T11:54:24,Alex Morgan,Setter,WhatsApp,Connected,Deserunt provident occaecati vero itaque ducimus.,1
act_69d866f84d98,lead_805cf1ba0a03,,2026-03-22T02:54:24,Alex Morgan,Setter,SMS,Follow Up Required,Incidunt quod rerum soluta nihil aspernatur ipsam libero quas.,4
act_512c8ffcec67,lead_835826b1c687,,2026-05-10T00:49:14,Jordan Lee,Setter,WhatsApp,Follow Up Required,Esse qui vitae vero enim tempora optio eius id in sit.,12
act_30d413bfa978,lead_835826b1c687,,2026-05-02T23:49:14,Jordan Lee,Setter,SMS,No Answer,Excepturi beatae voluptate blanditiis facilis non quos blanditiis dolor.,5
act_28eb2ce218b5,lead_950b6cb53ea0,,2026-05-23T16:08:47,Alex Morgan,Setter,Call,No Answer,Tenetur sed iusto hic consequatur voluptatem nemo praesentium officiis repellendus placeat.,6
act_a70d5af02b8b,lead_950b6cb53ea0,,2026-05-15T14:08:47,Alex Morgan,Setter,SMS,Follow Up Required,Cupiditate quibusdam nostrum corrupti hic doloremque tempore dolores.,5
act_d42767339279,lead_950b6cb53ea0,book_41ee36b24e54,2026-05-23T03:08:47,Riley Carter,Closer,Consultation,Qualified,Doloribus quod dicta minima sapiente hic nobis veniam quis.,33
act_64c018c5fe60,lead_950b6cb53ea0,book_41ee36b24e54,2026-05-30T20:08:47,Riley Carter,Closer,Consultation,Qualified,Fugit dignissimos soluta aliquam laboriosam repudiandae nobis.,39
act_2dcb377eefdd,lead_581b67ddb090,,2026-06-18T05:22:49,Alex Morgan,Setter,Email,Follow Up Required,Vel quaerat officia unde at eveniet debitis alias quisquam necessitatibus dicta odio.,2
act_6178100afad0,lead_581b67ddb090,,2026-06-10T02:22:49,Alex Morgan,Setter,Email,Connected,Quod laudantium officia et eius et et.,12
act_c8318bb208f0,lead_581b67ddb090,,2026-06-08T02:22:49,Alex Morgan,Setter,SMS,No Answer,Mollitia tenetur officiis reprehenderit ipsa eius dolorem.,8
act_ea0c94475601,lead_581b67ddb090,,2026-06-14T00:22:49,Alex Morgan,Setter,Email,Connected,Soluta aliquid aperiam blanditiis esse similique quibusdam dolor.,9
act_e2914a0ba521,lead_581b67ddb090,,2026-06-17T21:22:49,Alex Morgan,Setter,Email,Interested,Consequuntur repudiandae ducimus tenetur sequi error quos ipsam similique.,1
act_dcbdfb006ba1,lead_581b67ddb090,,2026-06-13T07:22:49,Alex Morgan,Setter,Email,Interested,Iure aspernatur exercitationem nisi molestiae impedit.,8
act_230b80681791,lead_581b67ddb090,book_22365c8934dd,2026-06-09T17:22:49,Riley Carter,Closer,Call,Follow Up Required,Inventore ducimus nostrum esse nulla similique voluptate aliquid ducimus dicta quis eligendi.,6
act_11e2d4cbb077,lead_581b67ddb090,book_22365c8934dd,2026-06-06T09:22:49,Riley Carter,Closer,Consultation,Follow Up Required,Quod veritatis omnis dicta facilis reiciendis voluptatibus consectetur voluptatibus.,53
act_1cb801587281,lead_eb4bb1e46e78,,2026-02-04T02:30:39,Jordan Lee,Setter,SMS,Connected,Debitis cum delectus quam assumenda fugiat ea tenetur quibusdam maiores.,5
act_ce54e34e2e6f,lead_eb4bb1e46e78,,2026-01-30T03:30:39,Jordan Lee,Setter,Email,Interested,Nostrum quibusdam dicta natus fugiat in consequatur alias sint id.,5
act_60573da91316,lead_eb4bb1e46e78,,2026-01-18T14:30:39,Jordan Lee,Setter,Call,Interested,Fugiat culpa mollitia dolores molestiae reprehenderit.,2
act_78917d1004fc,lead_eb4bb1e46e78,,2026-01-17T18:30:39,Jordan Lee,Setter,Call,No Answer,Sit recusandae tempora dolores eius unde sunt inventore aliquam nam.,5
act_e6ff2ffc31d8,lead_eb4bb1e46e78,book_831524c906bf,2026-01-31T14:30:39,Riley Carter,Closer,Consultation,Qualified,Tempora nobis ex aut placeat deleniti qui et odio a itaque optio.,45
act_7865e07c5a87,lead_eb4bb1e46e78,book_831524c906bf,2026-01-23T07:30:39,Riley Carter,Closer,Follow Up,Qualified,Rerum modi harum commodi ea iure facere.,28
act_5a7b998cc390,lead_be0489ab2dc3,,2026-05-23T13:10:26,Taylor Brooks,Setter,Call,Interested,Consequatur quos ipsa adipisci voluptatem nemo vero animi delectus libero odio exercitationem modi.,12
act_4bec22f8fbca,lead_be0489ab2dc3,,2026-06-03T01:10:26,Taylor Brooks,Setter,WhatsApp,Follow Up Required,Suscipit placeat soluta quod debitis rerum.,3
act_5cd6c64cde30,lead_be0489ab2dc3,,2026-06-01T06:10:26,Taylor Brooks,Setter,WhatsApp,Connected,Provident delectus fugit dolore molestias possimus modi modi perferendis reprehenderit ipsa minima culpa.,4
act_adab73a74665,lead_be0489ab2dc3,,2026-05-31T06:10:26,Taylor Brooks,Setter,SMS,Interested,Minima veniam porro quibusdam autem ut illum occaecati quis at ex incidunt.,4
act_af9229151c28,lead_be0489ab2dc3,,2026-05-30T01:10:26,Taylor Brooks,Setter,Call,No Answer,Quibusdam aliquam ex eveniet provident magnam soluta tenetur velit.,11
act_10ca41cc5f0c,lead_be0489ab2dc3,book_039fd6611b17,2026-05-21T15:10:26,Morgan Reed,Closer,Call,Qualified,In illo beatae aspernatur nemo sunt harum quasi iusto.,4
act_5ae782ac9c5e,lead_be0489ab2dc3,book_039fd6611b17,2026-05-22T01:10:26,Morgan Reed,Closer,Call,Qualified,Unde reprehenderit repudiandae dolorum incidunt animi fugiat cupiditate ipsam.,7
act_0e57456547c5,lead_525e2f97dde4,,2026-03-23T07:29:53,Alex Morgan,Setter,WhatsApp,Follow Up Required,Cupiditate ratione quae sed tempora blanditiis.,12
act_acf69b142d1a,lead_525e2f97dde4,,2026-03-12T18:29:53,Alex Morgan,Setter,SMS,No Answer,Architecto qui unde ducimus qui fugiat ipsa unde.,6
act_116db0619936,lead_fc4d0cfa702d,,2026-02-24T19:10:09,Taylor Brooks,Setter,Email,Interested,Quisquam aperiam eius similique cum provident dignissimos officia minima dolorem quisquam.,12
act_33a1b8ddb0c6,lead_fc4d0cfa702d,,2026-02-16T02:10:09,Taylor Brooks,Setter,WhatsApp,No Answer,Dicta culpa laudantium molestias voluptatem eveniet explicabo laboriosam illo.,4
act_189bd0d5a5e0,lead_cf6dcb680b7a,,2026-03-01T10:41:23,Alex Morgan,Setter,Call,No Answer,Atque deleniti distinctio fugiat autem in tempora.,6
act_5a3b11de616c,lead_140bdafb227c,,2026-01-23T12:19:12,Taylor Brooks,Setter,WhatsApp,Connected,Dolor corrupti facilis commodi in ea libero earum provident minima quis nulla.,4
act_61905f38a308,lead_4ab218dd7731,,2026-06-16T04:18:52,Jordan Lee,Setter,SMS,Follow Up Required,Officia alias sunt recusandae qui corrupti alias.,5
act_0724b9f18a67,lead_4ab218dd7731,,2026-06-20T08:18:52,Jordan Lee,Setter,SMS,No Answer,Ipsam voluptate corrupti maiores dolorum officiis quas minus possimus laborum.,2
act_41e8bb9b3609,lead_4ab218dd7731,,2026-06-25T12:18:52,Jordan Lee,Setter,Email,Follow Up Required,Quaerat aspernatur voluptates mollitia ipsam incidunt iste iusto eos ratione.,5
act_0078f519344e,lead_5358decd7e97,,2026-06-11T08:07:17,Jordan Lee,Setter,SMS,Follow Up Required,Modi numquam excepturi iusto sit perferendis aliquid.,9
act_4b350ecacfc2,lead_5358decd7e97,,2026-06-02T05:07:17,Jordan Lee,Setter,WhatsApp,No Answer,Eos blanditiis pariatur est molestias deleniti tempore enim exercitationem assumenda nesciunt distinctio.,2
act_f918f0722ed7,lead_5358decd7e97,,2026-06-07T01:07:17,Jordan Lee,Setter,SMS,Interested,Optio a asperiores aliquam minus culpa ipsum veniam maiores eligendi ea aperiam.,10
act_1e195df96df7,lead_5358decd7e97,book_241d5b6ec502,2026-06-06T17:07:17,Casey Bennett,Closer,Call,Qualified,Optio reprehenderit ex ducimus voluptates culpa soluta nemo.,9
act_a412acffe166,lead_5358decd7e97,book_241d5b6ec502,2026-06-09T04:07:17,Casey Bennett,Closer,Follow Up,Qualified,Dignissimos voluptates eveniet officia tenetur sed deserunt nisi illum nobis officia.,32
act_ae87a6f76205,lead_e95ce5e91bc3,,2026-05-19T10:51:53,Taylor Brooks,Setter,SMS,Interested,Id aut quod repellat aliquid tempore quod eos ipsa corporis dolore.,3
act_5a953459d07b,lead_e95ce5e91bc3,,2026-05-23T05:51:53,Taylor Brooks,Setter,WhatsApp,Connected,Maxime fugit dolorum et quidem corrupti explicabo quasi praesentium.,7
act_19dad25fbd05,lead_e95ce5e91bc3,,2026-05-24T13:51:53,Taylor Brooks,Setter,Email,Connected,Laboriosam placeat amet dolores veniam illo odio deleniti nemo quas beatae tenetur consectetur.,4
act_c5051f6ed538,lead_e95ce5e91bc3,,2026-05-11T23:51:53,Taylor Brooks,Setter,Call,Follow Up Required,Ab nesciunt fuga debitis at laboriosam soluta distinctio sint eius dignissimos eveniet vel.,3
act_f9bffb6f71e2,lead_e95ce5e91bc3,,2026-05-30T02:51:53,Taylor Brooks,Setter,Call,Connected,Facere sequi praesentium quam similique officiis debitis expedita magnam.,9
act_1e79858f3b69,lead_e95ce5e91bc3,book_c78b8983a3e8,2026-05-13T11:51:53,Morgan Reed,Closer,Call,Follow Up Required,Impedit expedita quasi totam dolor exercitationem iste rem quo perspiciatis minus.,11
